activity_id,contract_number,activity_type,start_location_id,end_location_id,total_accesses,planned_start_date,predecessor_activity_id,activity_priority
TA45202,T4521,Construction,SEC:BET:S15_S16:EB,SEC:BET:S16_S17:EB,3,2027-01-11,,1
TA45203,T4521,Construction,SEC:ALP:S01_S02:WB,SEC:ALP:S03_S04:WB,4,2027-01-18,,2
TA45204,T4521,Construction,SEC:BET:S13_S14:WB,SEC:BET:S13_S14:WB,5,2027-01-25,TA45202,3
TA45211,T4522,Renewal,SEC:BET:S16_S17:EB,SEC:BET:S16_S17:EB,3,2027-01-18,,1
TA45212,T4522,Renewal,SEC:ALP:S02_S03:WB,SEC:ALP:S03_S04:WB,4,2027-01-25,,2
TA45213,T4522,Renewal,SEC:BET:S14_H01:WB,SEC:BET:H02_S15:WB,5,2027-02-01,,3
TA45214,T4522,Renewal,SEC:ALP:H02_S05:EB,SEC:ALP:H02_S05:EB,2,2027-02-08,,1
TA45221,T4523,Construction,SEC:ALP:S03_S04:WB,SEC:ALP:S03_S04:WB,4,2027-02-01,,2
TA45222,T4523,Construction,SEC:BET:H01_H02:WB,SEC:BET:H02_S15:WB,5,2027-02-08,,3
TA45223,T4523,Construction,SEC:ALP:S05_S06:EB,SEC:ALP:S07_S08:EB,2,2027-02-15,,1
TA45224,T4523,Construction,SEC:BET:S11_S12:EB,SEC:BET:S11_S12:EB,3,2027-02-22,TA45222,2
TA45231,T4524,Renewal,SEC:BET:H02_S15:WB,SEC:BET:H02_S15:WB,5,2027-02-15,,3
TA45232,T4524,Renewal,SEC:ALP:S06_S07:EB,SEC:ALP:S07_S08:EB,2,2027-02-22,,1
TA45233,T4524,Renewal,SEC:BET:S12_S13:EB,SEC:BET:S14_H01:EB,3,2027-03-01,,2
TA45234,T4524,Renewal,SEC:ALP:S04_H01:WB,SEC:ALP:S04_H01:WB,4,2027-03-08,,3
TA45241,T4525,Construction,SEC:ALP:S01_S02:EB,SEC:ALP:S01_S02:EB,2,2027-03-01,,1
TA45242,T4525,Construction,SEC:BET:S13_S14:EB,SEC:BET:S14_H01:EB,3,2027-03-08,,2
TA45243,T4525,Construction,SEC:ALP:H01_H02:WB,SEC:ALP:S05_S06:WB,4,2027-01-04,,3
TA45244,T4525,Construction,SEC:BET:S15_S16:WB,SEC:BET:S15_S16:WB,5,2027-01-11,TA45242,1
TA45251,T4526,Renewal,SEC:BET:S14_H01:EB,SEC:BET:S14_H01:EB,3,2027-01-04,,2
TA45252,T4526,Renewal,SEC:ALP:H02_S05:WB,SEC:ALP:S05_S06:WB,4,2027-01-11,,3
TA45253,T4526,Renewal,SEC:BET:S16_S17:WB,SEC:BET:S17_S18:WB,5,2027-01-18,,1
TA45254,T4526,Renewal,SEC:ALP:S02_S03:EB,SEC:ALP:S02_S03:EB,2,2027-01-25,,2
TA45261,T4527,Construction,SEC:ALP:S05_S06:WB,SEC:ALP:S05_S06:WB,4,2027-01-18,,3
TA45262,T4527,Construction,SEC:BET:S11_S12:WB,SEC:BET:S12_S13:WB,5,2027-01-25,,1
TA45263,T4527,Construction,SEC:ALP:S03_S04:EB,SEC:ALP:H01_H02:EB,2,2027-02-01,,2
TA45264,T4527,Construction,SEC:BET:H01_H02:EB,SEC:BET:H01_H02:EB,3,2027-02-08,TA45262,3
TA45271,T4528,Renewal,SEC:BET:S12_S13:WB,SEC:BET:S12_S13:WB,5,2027-02-01,,1
TA45272,T4528,Renewal,SEC:ALP:S04_H01:EB,SEC:ALP:H01_H02:EB,2,2027-02-08,,2
TA45273,T4528,Renewal,SEC:BET:H02_S15:EB,SEC:BET:S16_S17:EB,3,2027-02-15,,3
TA45274,T4528,Renewal,SEC:ALP:S06_S07:WB,SEC:ALP:S06_S07:WB,4,2027-02-22,,1
TA45281,T4529,Construction,SEC:ALP:H01_H02:EB,SEC:ALP:H01_H02:EB,2,2027-02-15,,2
TA45282,T4529,Construction,SEC:BET:S15_S16:EB,SEC:BET:S16_S17:EB,3,2027-02-22,,3
TA45283,T4529,Construction,SEC:ALP:S01_S02:WB,SEC:ALP:S03_S04:WB,4,2027-03-01,,1
TA45284,T4529,Construction,SEC:BET:S13_S14:WB,SEC:BET:S13_S14:WB,5,2027-03-08,TA45282,2
TA45291,T4530,Renewal,SEC:BET:S16_S17:EB,SEC:BET:S16_S17:EB,3,2027-03-01,,3
TA45292,T4530,Renewal,SEC:ALP:S02_S03:WB,SEC:ALP:S03_S04:WB,4,2027-03-08,,1
TA45293,T4530,Renewal,SEC:BET:S14_H01:WB,SEC:BET:H02_S15:WB,5,2027-01-04,,2
TA45294,T4530,Renewal,SEC:ALP:H02_S05:EB,SEC:ALP:H02_S05:EB,2,2027-01-11,,3
