activity_id,contract_number,activity_type,start_location_id,end_location_id,total_accesses,planned_start_date,predecessor_activity_id,activity_priority
TA16121,T1613,Renewal,SEC:ALP:H01_H02:EB,SEC:ALP:H01_H02:EB,3,2027-01-04,,1
TA16122,T1613,Renewal,SEC:BET:H01_H02:EB,SEC:BET:H02_S15:EB,4,2027-01-04,,2
TA16123,T1613,Renewal,SEC:ALP:H01_H02:EB,SEC:ALP:H02_S05:EB,3,2027-01-04,,3
TA16131,T1614,Construction,SEC:BET:H01_H02:EB,SEC:BET:H01_H02:EB,4,2027-01-04,,2
TA16132,T1614,Construction,SEC:ALP:H01_H02:EB,SEC:ALP:H02_S05:EB,3,2027-01-04,,3
TA16133,T1614,Construction,SEC:BET:H01_H02:EB,SEC:BET:H02_S15:EB,4,2027-01-04,,1
TA16141,T1615,Renewal,SEC:ALP:H01_H02:WB,SEC:ALP:H01_H02:WB,3,2027-01-04,,3
TA16142,T1615,Renewal,SEC:BET:H01_H02:WB,SEC:BET:H02_S15:WB,4,2027-01-04,,1
TA16143,T1615,Renewal,SEC:ALP:H01_H02:WB,SEC:ALP:H02_S05:WB,3,2027-01-04,,2
TA16151,T1616,Construction,SEC:BET:H01_H02:WB,SEC:BET:H01_H02:WB,4,2027-01-04,,1
TA16152,T1616,Construction,SEC:ALP:H01_H02:WB,SEC:ALP:H02_S05:WB,3,2027-01-04,,2
TA16153,T1616,Construction,SEC:BET:H01_H02:WB,SEC:BET:H02_S15:WB,4,2027-01-04,,3
TA16161,T1617,Renewal,SEC:ALP:H01_H02:EB,SEC:ALP:H01_H02:EB,3,2027-01-04,,2
TA16162,T1617,Renewal,SEC:BET:H01_H02:EB,SEC:BET:H02_S15:EB,4,2027-01-04,,3
TA16163,T1617,Renewal,SEC:ALP:H01_H02:EB,SEC:ALP:H02_S05:EB,3,2027-01-04,,1
TA16171,T1618,Construction,SEC:BET:H01_H02:EB,SEC:BET:H01_H02:EB,4,2027-01-04,,3
TA16172,T1618,Construction,SEC:ALP:H01_H02:EB,SEC:ALP:H02_S05:EB,3,2027-01-04,,1
TA16173,T1618,Construction,SEC:BET:H01_H02:EB,SEC:BET:H02_S15:EB,4,2027-01-04,,2
